 >TARCYLCAP  cylinder with end-caps: Length= 25.0000 Diameter= 10.0000
      2552 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -13.00000  -0.50000  -0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
   1608   8   1   3 1 1 1
   1609   9   1   3 1 1 1
   1610  10   1   3 1 1 1
   1611  11   1   3 1 1 1
   1612  12   1   3 1 1 1
   1613  13   1   3 1 1 1
   1614  14   1   3 1 1 1
   1615  15   1   3 1 1 1
   1616  16   1   3 1 1 1
   1617  17   1   3 1 1 1
   1618  18   1   3 1 1 1
   1619  19   1   3 1 1 1
   1620  20   1   3 1 1 1
   1621  21   1   3 1 1 1
   1622  22   1   3 1 1 1
   1623  23   1   3 1 1 1
   1624  24   1   3 1 1 1
   1625  25   1   3 1 1 1
   1626   1   2   3 1 1 1
   1627   2   2   3 1 1 1
   1628   3   2   3 1 1 1
   1629   4   2   3 1 1 1
   1630   5   2   3 1 1 1
   1631   6   2   3 1 1 1
   1632   7   2   3 1 1 1
   1633   8   2   3 1 1 1
   1634   9   2   3 1 1 1
   1635  10   2   3 1 1 1
   1636  11   2   3 1 1 1
   1637  12   2   3 1 1 1
   1638  13   2   3 1 1 1
   1639  14   2   3 1 1 1
   1640  15   2   3 1 1 1
   1641  16   2   3 1 1 1
   1642  17   2   3 1 1 1
   1643  18   2   3 1 1 1
   1644  19   2   3 1 1 1
   1645  20   2   3 1 1 1
   1646  21   2   3 1 1 1
   1647  22   2   3 1 1 1
   1648  23   2   3 1 1 1
   1649  24   2   3 1 1 1
   1650  25   2   3 1 1 1
   1651   1   3   3 1 1 1
   1652   2   3   3 1 1 1
   1653   3   3   3 1 1 1
   1654   4   3   3 1 1 1
   1655   5   3   3 1 1 1
   1656   6   3   3 1 1 1
   1657   7   3   3 1 1 1
   1658   8   3   3 1 1 1
   1659   9   3   3 1 1 1
   1660  10   3   3 1 1 1
   1661  11   3   3 1 1 1
   1662  12   3   3 1 1 1
   1663  13   3   3 1 1 1
   1664  14   3   3 1 1 1
   1665  15   3   3 1 1 1
   1666  16   3   3 1 1 1
   1667  17   3   3 1 1 1
   1668  18   3   3 1 1 1
   1669  19   3   3 1 1 1
   1670  20   3   3 1 1 1
   1671  21   3   3 1 1 1
   1672  22   3   3 1 1 1
   1673  23   3   3 1 1 1
   1674  24   3   3 1 1 1
   1675  25   3   3 1 1 1
   1676   1   4   3 1 1 1
   1677   2   4   3 1 1 1
   1678   3   4   3 1 1 1
   1679   4   4   3 1 1 1
   1680   5   4   3 1 1 1
   1681   6   4   3 1 1 1
   1682   7   4   3 1 1 1
   1683   8   4   3 1 1 1
   1684   9   4   3 1 1 1
   1685  10   4   3 1 1 1
   1686  11   4   3 1 1 1
   1687  12   4   3 1 1 1
   1688  13   4   3 1 1 1
   1689  14   4   3 1 1 1
   1690  15   4   3 1 1 1
   1691  16   4   3 1 1 1
   1692  17   4   3 1 1 1
   1693  18   4   3 1 1 1
   1694  19   4   3 1 1 1
   1695  20   4   3 1 1 1
   1696  21   4   3 1 1 1
   1697  22   4   3 1 1 1
   1698  23   4   3 1 1 1
   1699  24   4   3 1 1 1
   1700  25   4   3 1 1 1
   1701   1  -3   4 1 1 1
   1702   2  -3   4 1 1 1
   1703   3  -3   4 1 1 1
   1704   4  -3   4 1 1 1
   1705   5  -3   4 1 1 1
   1706   6  -3   4 1 1 1
   1707   7  -3   4 1 1 1
   1708   8  -3   4 1 1 1
   1709   9  -3   4 1 1 1
   1710  10  -3   4 1 1 1
   1711  11  -3   4 1 1 1
   1712  12  -3   4 1 1 1
   1713  13  -3   4 1 1 1
   1714  14  -3   4 1 1 1
   1715  15  -3   4 1 1 1
   1716  16  -3   4 1 1 1
   1717  17  -3   4 1 1 1
   1718  18  -3   4 1 1 1
   1719  19  -3   4 1 1 1
   1720  20  -3   4 1 1 1
   1721  21  -3   4 1 1 1
   1722  22  -3   4 1 1 1
   1723  23  -3   4 1 1 1
   1724  24  -3   4 1 1 1
   1725  25  -3   4 1 1 1
   1726   1  -2   4 1 1 1
   1727   2  -2   4 1 1 1
   1728   3  -2   4 1 1 1
   1729   4  -2   4 1 1 1
   1730   5  -2   4 1 1 1
   1731   6  -2   4 1 1 1
   1732   7  -2   4 1 1 1
   1733   8  -2   4 1 1 1
   1734   9  -2   4 1 1 1
   1735  10  -2   4 1 1 1
   1736  11  -2   4 1 1 1
   1737  12  -2   4 1 1 1
   1738  13  -2   4 1 1 1
   1739  14  -2   4 1 1 1
   1740  15  -2   4 1 1 1
   1741  16  -2   4 1 1 1
   1742  17  -2   4 1 1 1
   1743  18  -2   4 1 1 1
   1744  19  -2   4 1 1 1
   1745  20  -2   4 1 1 1
   1746  21  -2   4 1 1 1
   1747  22  -2   4 1 1 1
   1748  23  -2   4 1 1 1
   1749  24  -2   4 1 1 1
   1750  25  -2   4 1 1 1
   1751   1  -1   4 1 1 1
   1752   2  -1   4 1 1 1
   1753   3  -1   4 1 1 1
   1754   4  -1   4 1 1 1
   1755   5  -1   4 1 1 1
   1756   6  -1   4 1 1 1
   1757   7  -1   4 1 1 1
   1758   8  -1   4 1 1 1
   1759   9  -1   4 1 1 1
   1760  10  -1   4 1 1 1
   1761  11  -1   4 1 1 1
   1762  12  -1   4 1 1 1
   1763  13  -1   4 1 1 1
   1764  14  -1   4 1 1 1
   1765  15  -1   4 1 1 1
   1766  16  -1   4 1 1 1
   1767  17  -1   4 1 1 1
   1768  18  -1   4 1 1 1
   1769  19  -1   4 1 1 1
   1770  20  -1   4 1 1 1
   1771  21  -1   4 1 1 1
   1772  22  -1   4 1 1 1
   1773  23  -1   4 1 1 1
   1774  24  -1   4 1 1 1
   1775  25  -1   4 1 1 1
   1776   1   0   4 1 1 1
   1777   2   0   4 1 1 1
   1778   3   0   4 1 1 1
   1779   4   0   4 1 1 1
   1780   5   0   4 1 1 1
   1781   6   0   4 1 1 1
   1782   7   0   4 1 1 1
   1783   8   0   4 1 1 1
   1784   9   0   4 1 1 1
   1785  10   0   4 1 1 1
   1786  11   0   4 1 1 1
   1787  12   0   4 1 1 1
   1788  13   0   4 1 1 1
   1789  14   0   4 1 1 1
   1790  15   0   4 1 1 1
   1791  16   0   4 1 1 1
   1792  17   0   4 1 1 1
   1793  18   0   4 1 1 1
   1794  19   0   4 1 1 1
   1795  20   0   4 1 1 1
   1796  21   0   4 1 1 1
   1797  22   0   4 1 1 1
   1798  23   0   4 1 1 1
   1799  24   0   4 1 1 1
   1800  25   0   4 1 1 1
   1801   1   1   4 1 1 1
   1802   2   1   4 1 1 1
   1803   3   1   4 1 1 1
   1804   4   1   4 1 1 1
   1805   5   1   4 1 1 1
   1806   6   1   4 1 1 1
   1807   7   1   4 1 1 1
   1808   8   1   4 1 1 1
   1809   9   1   4 1 1 1
   1810  10   1   4 1 1 1
   1811  11   1   4 1 1 1
   1812  12   1   4 1 1 1
   1813  13   1   4 1 1 1
   1814  14   1   4 1 1 1
   1815  15   1   4 1 1 1
   1816  16   1   4 1 1 1
   1817  17   1   4 1 1 1
   1818  18   1   4 1 1 1
   1819  19   1   4 1 1 1
   1820  20   1   4 1 1 1
   1821  21   1   4 1 1 1
   1822  22   1   4 1 1 1
   1823  23   1   4 1 1 1
   1824  24   1   4 1 1 1
   1825  25   1   4 1 1 1
   1826   1   2   4 1 1 1
   1827   2   2   4 1 1 1
   1828   3   2   4 1 1 1
   1829   4   2   4 1 1 1
   1830   5   2   4 1 1 1
   1831   6   2   4 1 1 1
   1832   7   2   4 1 1 1
   1833   8   2   4 1 1 1
   1834   9   2   4 1 1 1
   1835  10   2   4 1 1 1
   1836  11   2   4 1 1 1
   1837  12   2   4 1 1 1
   1838  13   2   4 1 1 1
   1839  14   2   4 1 1 1
   1840  15   2   4 1 1 1
   1841  16   2   4 1 1 1
   1842  17   2   4 1 1 1
   1843  18   2   4 1 1 1
   1844  19   2   4 1 1 1
   1845  20   2   4 1 1 1
   1846  21   2   4 1 1 1
   1847  22   2   4 1 1 1
   1848  23   2   4 1 1 1
   1849  24   2   4 1 1 1
   1850  25   2   4 1 1 1
   1851   1   3   4 1 1 1
   1852   2   3   4 1 1 1
   1853   3   3   4 1 1 1
   1854   4   3   4 1 1 1
   1855   5   3   4 1 1 1
   1856   6   3   4 1 1 1
   1857   7   3   4 1 1 1
   1858   8   3   4 1 1 1
   1859   9   3   4 1 1 1
   1860  10   3   4 1 1 1
   1861  11   3   4 1 1 1
   1862  12   3   4 1 1 1
   1863  13   3   4 1 1 1
   1864  14   3   4 1 1 1
   1865  15   3   4 1 1 1
   1866  16   3   4 1 1 1
   1867  17   3   4 1 1 1
   1868  18   3   4 1 1 1
   1869  19   3   4 1 1 1
   1870  20   3   4 1 1 1
   1871  21   3   4 1 1 1
   1872  22   3   4 1 1 1
   1873  23   3   4 1 1 1
   1874  24   3   4 1 1 1
   1875  25   3   4 1 1 1
   1876   1   4   4 1 1 1
   1877   2   4   4 1 1 1
   1878   3   4   4 1 1 1
   1879   4   4   4 1 1 1
   1880   5   4   4 1 1 1
   1881   6   4   4 1 1 1
   1882   7   4   4 1 1 1
   1883   8   4   4 1 1 1
   1884   9   4   4 1 1 1
   1885  10   4   4 1 1 1
   1886  11   4   4 1 1 1
   1887  12   4   4 1 1 1
   1888  13   4   4 1 1 1
   1889  14   4   4 1 1 1
   1890  15   4   4 1 1 1
   1891  16   4   4 1 1 1
   1892  17   4   4 1 1 1
   1893  18   4   4 1 1 1
   1894  19   4   4 1 1 1
   1895  20   4   4 1 1 1
   1896  21   4   4 1 1 1
   1897  22   4   4 1 1 1
   1898  23   4   4 1 1 1
   1899  24   4   4 1 1 1
   1900  25   4   4 1 1 1
   1901   1  -1   5 1 1 1
   1902   2  -1   5 1 1 1
   1903   3  -1   5 1 1 1
   1904   4  -1   5 1 1 1
   1905   5  -1   5 1 1 1
   1906   6  -1   5 1 1 1
   1907   7  -1   5 1 1 1
   1908   8  -1   5 1 1 1
   1909   9  -1   5 1 1 1
   1910  10  -1   5 1 1 1
   1911  11  -1   5 1 1 1
   1912  12  -1   5 1 1 1
   1913  13  -1   5 1 1 1
   1914  14  -1   5 1 1 1
   1915  15  -1   5 1 1 1
   1916  16  -1   5 1 1 1
   1917  17  -1   5 1 1 1
   1918  18  -1   5 1 1 1
   1919  19  -1   5 1 1 1
   1920  20  -1   5 1 1 1
   1921  21  -1   5 1 1 1
   1922  22  -1   5 1 1 1
   1923  23  -1   5 1 1 1
   1924  24  -1   5 1 1 1
   1925  25  -1   5 1 1 1
   1926   1   0   5 1 1 1
   1927   2   0   5 1 1 1
   1928   3   0   5 1 1 1
   1929   4   0   5 1 1 1
   1930   5   0   5 1 1 1
   1931   6   0   5 1 1 1
   1932   7   0   5 1 1 1
   1933   8   0   5 1 1 1
   1934   9   0   5 1 1 1
   1935  10   0   5 1 1 1
   1936  11   0   5 1 1 1
   1937  12   0   5 1 1 1
   1938  13   0   5 1 1 1
   1939  14   0   5 1 1 1
   1940  15   0   5 1 1 1
   1941  16   0   5 1 1 1
   1942  17   0   5 1 1 1
   1943  18   0   5 1 1 1
   1944  19   0   5 1 1 1
   1945  20   0   5 1 1 1
   1946  21   0   5 1 1 1
   1947  22   0   5 1 1 1
   1948  23   0   5 1 1 1
   1949  24   0   5 1 1 1
   1950  25   0   5 1 1 1
   1951   1   1   5 1 1 1
   1952   2   1   5 1 1 1
   1953   3   1   5 1 1 1
   1954   4   1   5 1 1 1
   1955   5   1   5 1 1 1
   1956   6   1   5 1 1 1
   1957   7   1   5 1 1 1
   1958   8   1   5 1 1 1
   1959   9   1   5 1 1 1
   1960  10   1   5 1 1 1
   1961  11   1   5 1 1 1
   1962  12   1   5 1 1 1
   1963  13   1   5 1 1 1
   1964  14   1   5 1 1 1
   1965  15   1   5 1 1 1
   1966  16   1   5 1 1 1
   1967  17   1   5 1 1 1
   1968  18   1   5 1 1 1
   1969  19   1   5 1 1 1
   1970  20   1   5 1 1 1
   1971  21   1   5 1 1 1
   1972  22   1   5 1 1 1
   1973  23   1   5 1 1 1
   1974  24   1   5 1 1 1
   1975  25   1   5 1 1 1
   1976   1   2   5 1 1 1
   1977   2   2   5 1 1 1
   1978   3   2   5 1 1 1
   1979   4   2   5 1 1 1
   1980   5   2   5 1 1 1
   1981   6   2   5 1 1 1
   1982   7   2   5 1 1 1
   1983   8   2   5 1 1 1
   1984   9   2   5 1 1 1
   1985  10   2   5 1 1 1
   1986  11   2   5 1 1 1
   1987  12   2   5 1 1 1
   1988  13   2   5 1 1 1
   1989  14   2   5 1 1 1
   1990  15   2   5 1 1 1
   1991  16   2   5 1 1 1
   1992  17   2   5 1 1 1
   1993  18   2   5 1 1 1
   1994  19   2   5 1 1 1
   1995  20   2   5 1 1 1
   1996  21   2   5 1 1 1
   1997  22   2   5 1 1 1
   1998  23   2   5 1 1 1
   1999  24   2   5 1 1 1
   2000  25   2   5 1 1 1
   2001  -1  -1  -4 1 1 1
   2002   0  -1  -4 1 1 1
   2003  26  -1  -4 1 1 1
   2004  27  -1  -4 1 1 1
   2005  -1   0  -4 1 1 1
   2006   0   0  -4 1 1 1
   2007  26   0  -4 1 1 1
   2008  27   0  -4 1 1 1
   2009  -1   1  -4 1 1 1
   2010   0   1  -4 1 1 1
   2011  26   1  -4 1 1 1
   2012  27   1  -4 1 1 1
   2013  -1   2  -4 1 1 1
   2014   0   2  -4 1 1 1
   2015  26   2  -4 1 1 1
   2016  27   2  -4 1 1 1
   2017   0  -3  -3 1 1 1
   2018  26  -3  -3 1 1 1
   2019  -2  -2  -3 1 1 1
   2020  -1  -2  -3 1 1 1
   2021   0  -2  -3 1 1 1
   2022  26  -2  -3 1 1 1
   2023  27  -2  -3 1 1 1
   2024  28  -2  -3 1 1 1
   2025  -2  -1  -3 1 1 1
   2026  -1  -1  -3 1 1 1
   2027   0  -1  -3 1 1 1
   2028  26  -1  -3 1 1 1
   2029  27  -1  -3 1 1 1
   2030  28  -1  -3 1 1 1
   2031  -3   0  -3 1 1 1
   2032  -2   0  -3 1 1 1
   2033  -1   0  -3 1 1 1
   2034   0   0  -3 1 1 1
   2035  26   0  -3 1 1 1
   2036  27   0  -3 1 1 1
   2037  28   0  -3 1 1 1
   2038  29   0  -3 1 1 1
   2039  -3   1  -3 1 1 1
   2040  -2   1  -3 1 1 1
   2041  -1   1  -3 1 1 1
   2042   0   1  -3 1 1 1
   2043  26   1  -3 1 1 1
   2044  27   1  -3 1 1 1
   2045  28   1  -3 1 1 1
   2046  29   1  -3 1 1 1
   2047  -2   2  -3 1 1 1
   2048  -1   2  -3 1 1 1
   2049   0   2  -3 1 1 1
   2050  26   2  -3 1 1 1
   2051  27   2  -3 1 1 1
   2052  28   2  -3 1 1 1
   2053  -2   3  -3 1 1 1
   2054  -1   3  -3 1 1 1
   2055   0   3  -3 1 1 1
   2056  26   3  -3 1 1 1
   2057  27   3  -3 1 1 1
   2058  28   3  -3 1 1 1
   2059   0   4  -3 1 1 1
   2060  26   4  -3 1 1 1
   2061  -2  -3  -2 1 1 1
   2062  -1  -3  -2 1 1 1
   2063   0  -3  -2 1 1 1
   2064  26  -3  -2 1 1 1
   2065  27  -3  -2 1 1 1
   2066  28  -3  -2 1 1 1
   2067  -3  -2  -2 1 1 1
   2068  -2  -2  -2 1 1 1
   2069  -1  -2  -2 1 1 1
   2070   0  -2  -2 1 1 1
   2071  26  -2  -2 1 1 1
   2072  27  -2  -2 1 1 1
   2073  28  -2  -2 1 1 1
   2074  29  -2  -2 1 1 1
   2075  -3  -1  -2 1 1 1
   2076  -2  -1  -2 1 1 1
   2077  -1  -1  -2 1 1 1
   2078   0  -1  -2 1 1 1
   2079  26  -1  -2 1 1 1
   2080  27  -1  -2 1 1 1
   2081  28  -1  -2 1 1 1
   2082  29  -1  -2 1 1 1
   2083  -3   0  -2 1 1 1
   2084  -2   0  -2 1 1 1
   2085  -1   0  -2 1 1 1
   2086   0   0  -2 1 1 1
   2087  26   0  -2 1 1 1
   2088  27   0  -2 1 1 1
   2089  28   0  -2 1 1 1
   2090  29   0  -2 1 1 1
   2091  -3   1  -2 1 1 1
   2092  -2   1  -2 1 1 1
   2093  -1   1  -2 1 1 1
   2094   0   1  -2 1 1 1
   2095  26   1  -2 1 1 1
   2096  27   1  -2 1 1 1
   2097  28   1  -2 1 1 1
   2098  29   1  -2 1 1 1
   2099  -3   2  -2 1 1 1
   2100  -2   2  -2 1 1 1
   2101  -1   2  -2 1 1 1
   2102   0   2  -2 1 1 1
   2103  26   2  -2 1 1 1
   2104  27   2  -2 1 1 1
   2105  28   2  -2 1 1 1
   2106  29   2  -2 1 1 1
   2107  -3   3  -2 1 1 1
   2108  -2   3  -2 1 1 1
   2109  -1   3  -2 1 1 1
   2110   0   3  -2 1 1 1
   2111  26   3  -2 1 1 1
   2112  27   3  -2 1 1 1
   2113  28   3  -2 1 1 1
   2114  29   3  -2 1 1 1
   2115  -2   4  -2 1 1 1
   2116  -1   4  -2 1 1 1
   2117   0   4  -2 1 1 1
   2118  26   4  -2 1 1 1
   2119  27   4  -2 1 1 1
   2120  28   4  -2 1 1 1
   2121  -1  -4  -1 1 1 1
   2122   0  -4  -1 1 1 1
   2123  26  -4  -1 1 1 1
   2124  27  -4  -1 1 1 1
   2125  -2  -3  -1 1 1 1
   2126  -1  -3  -1 1 1 1
   2127   0  -3  -1 1 1 1
   2128  26  -3  -1 1 1 1
   2129  27  -3  -1 1 1 1
   2130  28  -3  -1 1 1 1
   2131  -3  -2  -1 1 1 1
   2132  -2  -2  -1 1 1 1
   2133  -1  -2  -1 1 1 1
   2134   0  -2  -1 1 1 1
   2135  26  -2  -1 1 1 1
   2136  27  -2  -1 1 1 1
   2137  28  -2  -1 1 1 1
   2138  29  -2  -1 1 1 1
   2139  -4  -1  -1 1 1 1
   2140  -3  -1  -1 1 1 1
   2141  -2  -1  -1 1 1 1
   2142  -1  -1  -1 1 1 1
   2143   0  -1  -1 1 1 1
   2144  26  -1  -1 1 1 1
   2145  27  -1  -1 1 1 1
   2146  28  -1  -1 1 1 1
   2147  29  -1  -1 1 1 1
   2148  30  -1  -1 1 1 1
   2149  -4   0  -1 1 1 1
   2150  -3   0  -1 1 1 1
   2151  -2   0  -1 1 1 1
   2152  -1   0  -1 1 1 1
   2153   0   0  -1 1 1 1
   2154  26   0  -1 1 1 1
   2155  27   0  -1 1 1 1
   2156  28   0  -1 1 1 1
   2157  29   0  -1 1 1 1
   2158  30   0  -1 1 1 1
   2159  -4   1  -1 1 1 1
   2160  -3   1  -1 1 1 1
   2161  -2   1  -1 1 1 1
   2162  -1   1  -1 1 1 1
   2163   0   1  -1 1 1 1
   2164  26   1  -1 1 1 1
   2165  27   1  -1 1 1 1
   2166  28   1  -1 1 1 1
   2167  29   1  -1 1 1 1
   2168  30   1  -1 1 1 1
   2169  -4   2  -1 1 1 1
   2170  -3   2  -1 1 1 1
   2171  -2   2  -1 1 1 1
   2172  -1   2  -1 1 1 1
   2173   0   2  -1 1 1 1
   2174  26   2  -1 1 1 1
   2175  27   2  -1 1 1 1
   2176  28   2  -1 1 1 1
   2177  29   2  -1 1 1 1
   2178  30   2  -1 1 1 1
   2179  -3   3  -1 1 1 1
   2180  -2   3  -1 1 1 1
   2181  -1   3  -1 1 1 1
   2182   0   3  -1 1 1 1
   2183  26   3  -1 1 1 1
   2184  27   3  -1 1 1 1
   2185  28   3  -1 1 1 1
   2186  29   3  -1 1 1 1
   2187  -2   4  -1 1 1 1
   2188  -1   4  -1 1 1 1
   2189   0   4  -1 1 1 1
   2190  26   4  -1 1 1 1
   2191  27   4  -1 1 1 1
   2192  28   4  -1 1 1 1
   2193  -1   5  -1 1 1 1
   2194   0   5  -1 1 1 1
   2195  26   5  -1 1 1 1
   2196  27   5  -1 1 1 1
   2197  -1  -4   0 1 1 1
   2198   0  -4   0 1 1 1
   2199  26  -4   0 1 1 1
   2200  27  -4   0 1 1 1
   2201  -3  -3   0 1 1 1
   2202  -2  -3   0 1 1 1
   2203  -1  -3   0 1 1 1
   2204   0  -3   0 1 1 1
   2205  26  -3   0 1 1 1
   2206  27  -3   0 1 1 1
   2207  28  -3   0 1 1 1
   2208  29  -3   0 1 1 1
   2209  -3  -2   0 1 1 1
   2210  -2  -2   0 1 1 1
   2211  -1  -2   0 1 1 1
   2212   0  -2   0 1 1 1
   2213  26  -2   0 1 1 1
   2214  27  -2   0 1 1 1
   2215  28  -2   0 1 1 1
   2216  29  -2   0 1 1 1
   2217  -4  -1   0 1 1 1
   2218  -3  -1   0 1 1 1
   2219  -2  -1   0 1 1 1
   2220  -1  -1   0 1 1 1
   2221   0  -1   0 1 1 1
   2222  26  -1   0 1 1 1
   2223  27  -1   0 1 1 1
   2224  28  -1   0 1 1 1
   2225  29  -1   0 1 1 1
   2226  30  -1   0 1 1 1
   2227  -4   0   0 1 1 1
   2228  -3   0   0 1 1 1
   2229  -2   0   0 1 1 1
   2230  -1   0   0 1 1 1
   2231   0   0   0 1 1 1
   2232  26   0   0 1 1 1
   2233  27   0   0 1 1 1
   2234  28   0   0 1 1 1
   2235  29   0   0 1 1 1
   2236  30   0   0 1 1 1
   2237  -4   1   0 1 1 1
   2238  -3   1   0 1 1 1
   2239  -2   1   0 1 1 1
   2240  -1   1   0 1 1 1
   2241   0   1   0 1 1 1
   2242  26   1   0 1 1 1
   2243  27   1   0 1 1 1
   2244  28   1   0 1 1 1
   2245  29   1   0 1 1 1
   2246  30   1   0 1 1 1
   2247  -4   2   0 1 1 1
   2248  -3   2   0 1 1 1
   2249  -2   2   0 1 1 1
   2250  -1   2   0 1 1 1
   2251   0   2   0 1 1 1
   2252  26   2   0 1 1 1
   2253  27   2   0 1 1 1
   2254  28   2   0 1 1 1
   2255  29   2   0 1 1 1
   2256  30   2   0 1 1 1
   2257  -3   3   0 1 1 1
   2258  -2   3   0 1 1 1
   2259  -1   3   0 1 1 1
   2260   0   3   0 1 1 1
   2261  26   3   0 1 1 1
   2262  27   3   0 1 1 1
   2263  28   3   0 1 1 1
   2264  29   3   0 1 1 1
   2265  -3   4   0 1 1 1
   2266  -2   4   0 1 1 1
   2267  -1   4   0 1 1 1
   2268   0   4   0 1 1 1
   2269  26   4   0 1 1 1
   2270  27   4   0 1 1 1
   2271  28   4   0 1 1 1
   2272  29   4   0 1 1 1
   2273  -1   5   0 1 1 1
   2274   0   5   0 1 1 1
   2275  26   5   0 1 1 1
   2276  27   5   0 1 1 1
   2277  -1  -4   1 1 1 1
   2278   0  -4   1 1 1 1
   2279  26  -4   1 1 1 1
   2280  27  -4   1 1 1 1
   2281  -3  -3   1 1 1 1
   2282  -2  -3   1 1 1 1
   2283  -1  -3   1 1 1 1
   2284   0  -3   1 1 1 1
   2285  26  -3   1 1 1 1
   2286  27  -3   1 1 1 1
   2287  28  -3   1 1 1 1
   2288  29  -3   1 1 1 1
   2289  -3  -2   1 1 1 1
   2290  -2  -2   1 1 1 1
   2291  -1  -2   1 1 1 1
   2292   0  -2   1 1 1 1
   2293  26  -2   1 1 1 1
   2294  27  -2   1 1 1 1
   2295  28  -2   1 1 1 1
   2296  29  -2   1 1 1 1
   2297  -4  -1   1 1 1 1
   2298  -3  -1   1 1 1 1
   2299  -2  -1   1 1 1 1
   2300  -1  -1   1 1 1 1
   2301   0  -1   1 1 1 1
   2302  26  -1   1 1 1 1
   2303  27  -1   1 1 1 1
   2304  28  -1   1 1 1 1
   2305  29  -1   1 1 1 1
   2306  30  -1   1 1 1 1
   2307  -4   0   1 1 1 1
   2308  -3   0   1 1 1 1
   2309  -2   0   1 1 1 1
   2310  -1   0   1 1 1 1
   2311   0   0   1 1 1 1
   2312  26   0   1 1 1 1
   2313  27   0   1 1 1 1
   2314  28   0   1 1 1 1
   2315  29   0   1 1 1 1
   2316  30   0   1 1 1 1
   2317  -4   1   1 1 1 1
   2318  -3   1   1 1 1 1
   2319  -2   1   1 1 1 1
   2320  -1   1   1 1 1 1
   2321   0   1   1 1 1 1
   2322  26   1   1 1 1 1
   2323  27   1   1 1 1 1
   2324  28   1   1 1 1 1
   2325  29   1   1 1 1 1
   2326  30   1   1 1 1 1
   2327  -4   2   1 1 1 1
   2328  -3   2   1 1 1 1
   2329  -2   2   1 1 1 1
   2330  -1   2   1 1 1 1
   2331   0   2   1 1 1 1
   2332  26   2   1 1 1 1
   2333  27   2   1 1 1 1
   2334  28   2   1 1 1 1
   2335  29   2   1 1 1 1
   2336  30   2   1 1 1 1
   2337  -3   3   1 1 1 1
   2338  -2   3   1 1 1 1
   2339  -1   3   1 1 1 1
   2340   0   3   1 1 1 1
   2341  26   3   1 1 1 1
   2342  27   3   1 1 1 1
   2343  28   3   1 1 1 1
   2344  29   3   1 1 1 1
   2345  -3   4   1 1 1 1
   2346  -2   4   1 1 1 1
   2347  -1   4   1 1 1 1
   2348   0   4   1 1 1 1
   2349  26   4   1 1 1 1
   2350  27   4   1 1 1 1
   2351  28   4   1 1 1 1
   2352  29   4   1 1 1 1
   2353  -1   5   1 1 1 1
   2354   0   5   1 1 1 1
   2355  26   5   1 1 1 1
   2356  27   5   1 1 1 1
   2357  -1  -4   2 1 1 1
   2358   0  -4   2 1 1 1
   2359  26  -4   2 1 1 1
   2360  27  -4   2 1 1 1
   2361  -2  -3   2 1 1 1
   2362  -1  -3   2 1 1 1
   2363   0  -3   2 1 1 1
   2364  26  -3   2 1 1 1
   2365  27  -3   2 1 1 1
   2366  28  -3   2 1 1 1
   2367  -3  -2   2 1 1 1
   2368  -2  -2   2 1 1 1
   2369  -1  -2   2 1 1 1
   2370   0  -2   2 1 1 1
   2371  26  -2   2 1 1 1
   2372  27  -2   2 1 1 1
   2373  28  -2   2 1 1 1
   2374  29  -2   2 1 1 1
   2375  -4  -1   2 1 1 1
   2376  -3  -1   2 1 1 1
   2377  -2  -1   2 1 1 1
   2378  -1  -1   2 1 1 1
   2379   0  -1   2 1 1 1
   2380  26  -1   2 1 1 1
   2381  27  -1   2 1 1 1
   2382  28  -1   2 1 1 1
   2383  29  -1   2 1 1 1
   2384  30  -1   2 1 1 1
   2385  -4   0   2 1 1 1
   2386  -3   0   2 1 1 1
   2387  -2   0   2 1 1 1
   2388  -1   0   2 1 1 1
   2389   0   0   2 1 1 1
   2390  26   0   2 1 1 1
   2391  27   0   2 1 1 1
   2392  28   0   2 1 1 1
   2393  29   0   2 1 1 1
   2394  30   0   2 1 1 1
   2395  -4   1   2 1 1 1
   2396  -3   1   2 1 1 1
   2397  -2   1   2 1 1 1
   2398  -1   1   2 1 1 1
   2399   0   1   2 1 1 1
   2400  26   1   2 1 1 1
   2401  27   1   2 1 1 1
   2402  28   1   2 1 1 1
   2403  29   1   2 1 1 1
   2404  30   1   2 1 1 1
   2405  -4   2   2 1 1 1
   2406  -3   2   2 1 1 1
   2407  -2   2   2 1 1 1
   2408  -1   2   2 1 1 1
   2409   0   2   2 1 1 1
   2410  26   2   2 1 1 1
   2411  27   2   2 1 1 1
   2412  28   2   2 1 1 1
   2413  29   2   2 1 1 1
   2414  30   2   2 1 1 1
   2415  -3   3   2 1 1 1
   2416  -2   3   2 1 1 1
   2417  -1   3   2 1 1 1
   2418   0   3   2 1 1 1
   2419  26   3   2 1 1 1
   2420  27   3   2 1 1 1
   2421  28   3   2 1 1 1
   2422  29   3   2 1 1 1
   2423  -2   4   2 1 1 1
   2424  -1   4   2 1 1 1
   2425   0   4   2 1 1 1
   2426  26   4   2 1 1 1
   2427  27   4   2 1 1 1
   2428  28   4   2 1 1 1
   2429  -1   5   2 1 1 1
